web-scraper-order,web-scraper-start-url,Pagination,Vehicle Link ,Vehicle Link -href,Vehicle Name ,Vehicle Exterior Color ,Vehicle Interior Color ,Odometer ,Fuel Economy ,Transmission,Drivetrain,Engine,VIN,Stock Number ,Body Style,Price,Notes
"1702074274-206","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2011 Chevrolet Equinox LS SUV","https://www.ahbuickgmc.com/used/Chevrolet/2011-Chevrolet-Equinox-dfc0afef0a0e081d7acb4edf9ac2859e.htm","Pre-Owned 2011 Chevrolet","Silver Ice Metallic","Light Titanium/Jet Black","98,023 miles","20/29 MPG City/Hwy","6-Speed Automatic with Overdrive","AWD","2.4L 4-Cylinder SIDI DOHC","","B9094A","SUV","$8,475","LS!! 1-OWNER!! CLEAN CARFAX!! NO ACCIDENTS!! AWD!! POWER WINDOWS!! POWER DOOR LOCKS!! KEYLESS ENTRY!! 29 HWY MPG!! AM/FM/XM RADIO!! CD PLAYER!! Dealerrater Dealer of the Year!!! Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.
Recent Arrival! Clean CARFAX. CARFAX One-Owner."
"1702074277-207","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2018 Chevrolet Equinox LS SUV","https://www.ahbuickgmc.com/used/Chevrolet/2018-Chevrolet-Equinox-27d9e79e0a0e0a9973009721c6b52d86.htm","Pre-Owned 2018 Chevrolet","Storm Blue Metallic","Medium Ash Gray","97,764 miles","24/30 MPG City/Hwy","6-Speed Automatic Electronic with Overdrive","AWD","1.5L DOHC","","B9082A","SUV","$15,975","LS!! AWD!! 1-OWNER!! 30 HWY MPG!! BACKUP-CAMERA!! XM-RADIO!! 17'' ALLOT WHEELS!! KEYLESS ENTRY!! TRACTION CONTROL!! TILT & TELESCOPING STEERING WHEEL!! CRUISE CONTROL!! Dealerrater Dealer of the Year!!! Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.
Recent Arrival! CARFAX One-Owner."
"1702074280-208","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2023 Chevrolet Corvette Stingray 3LT Coupe","https://www.ahbuickgmc.com/certified/Chevrolet/2023-Chevrolet-Corvette+Stingray-015093860a0e081d28378ad34298f9bb.htm","Certified Pre Owned 2023 Chevrolet","Arctic White","","677 miles","16/24 MPG City/Hwy","8-Speed","Rear-Wheel Drive","V-8 cyl","","WU211999","Coupe","$83,777","**ONE OWNER VEHICLE**
**ACCIDENT FREE CARFAX**
**MAGNETIVE SELECTIVE RIDE CONTROL**
**BRIGHT RED PAINTED BRAKE CALIPERS**
**BOSE PREMIUM AUDIO SYSTEM**
**NAVIGATION SYSTEM**
**REMOTE VEHICLE START**
**3LT PACKAGE**
**APPLE CARPLAY**
**ANDROID AUTO**
**BODY COLOR REMOVABLE ROOF PANEL**

Chevrolet Certified Pre-Owned Details:

  * Roadside Assistance
  * Vehicle History
  * 172 Point Inspection
  * Transferable Warranty
  * Warranty Deductible: $0
  * Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date
  * Powertrain Limited Warranty: 72 Month/100,000 Mile (whichever comes first) from original in-service date
  * 24 months/24,000 miles (whichever comes first) Certified Pre-Owned Scheduled Maintenance Plan and 3 days/150 miles (whichever comes first) Vehicle Exchange Program. SiriusXM 3-month trial subscription.


This vehicle protected by Bill Stasek Chevrolets 3 month 3000 Mile Certification."
"1702074283-209","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2021 Chevrolet Corvette Stingray 1LT Coupe","https://www.ahbuickgmc.com/certified/Chevrolet/2021-Chevrolet-Corvette+Stingray-237288bc0a0e094a41d7813fbb838394.htm","Certified Pre Owned 2021 Chevrolet","Torch Red","Jet Black","30,039 miles","15/27 MPG City/Hwy","8-Speed Dual Clutch Trans","Rear-wheel Drive","V-8 cyl","","W174264A","Coupe","$59,993","**ONE OWNER VEHICLE**
**ACCIDENT FREE CARFAX**
**BLUETOOTH**
**PORTABLE AUDIO CONNECTION**
**APPLE CARPLAY**
**ANDROID AUTO**
**BOSE PREMIUM SOUND SYSTEM**
**REMOTE START**
**BACK-UP CAMERA**


Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.


** Proudly Serving Wheeling, Buffalo Grove, Arlington Heights, Palatine, Deerfield, Northbrook, Long Grove, Prospect Heights and all of Chicago since 1950! ONLY 20 minutes from O'hare International Airport, 30 minutes from Downtown Chicago and the Wisconsin border !!"
"1702074285-210","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2017 Chevrolet Corvette Z06 Coupe","https://www.ahbuickgmc.com/used/Chevrolet/2017-Chevrolet-Corvette-778cc2340a0e094a645d33318c91ebd7.htm","Pre-Owned 2017 Chevrolet","Black","Jet Black","14,457 miles","15/22 MPG City/Hwy","8 Speed Paddle Shift with Automatic Modes","RWD","V8","","BP2584","Coupe","$69,475","Z06 3LZ!! AUTOMATIC!! 650 H.P!!  MEMORY PACKAGE!! ZO6 CHROME ALLOY WHEELS!! FRONT VIEW CURB CAMERA!! BACKUP CAMERA!! NAVIGATION!! XM-RADIO!! UNIVERSAL HOME REMOTE!!HIF DISCHARGE HEADLAMP!! Dealerrater Dealer of the Year!!! Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.
Recent Arrival! Clean CARFAX."
"1702074288-211","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2020 Chevrolet Corvette Stingray w/3LT Coupe","https://www.ahbuickgmc.com/used/Chevrolet/2020-Chevrolet-Corvette-2f83ead20a0e081d6a28153ea4e3ad77.htm","Pre-Owned 2020 Chevrolet","Black","Jet Black","7,254 miles","15/27 MPG City/Hwy","8-Speed Automatic","Rear-Wheel Drive","V-8 cyl","","WU212150","Coupe","$78,387","**ACCIDENT FREE CARFAX**
**3LT PREMIUM EQUIPMENT**
**HEAD-UP DISPLAY**
**HD FRONT CURB VIEW CAMERA**
**BOSE PREMIUM SOUND SYSTEM**
**HEATED AND VENTILATED SEATS**
**HEATED STEERING WHEEL**
**WIRELESS CHARGING**
**REAR CROSS TRAFFIC ALERT**
**SIDE BLIND ZONE ALERT**
**Z51 PERFORMANCE PACKAGE**
**MAGNETIC RIDE CONTROL**
**FRONT LIFT ADJUSTABLE HEIGHT WITH MEMORY**
**BATTERY PROTECTION PACKAGE**
**APPLE CARPLAY**
**ANDROID AUTO**
**REMOTE VEHICLE START**
**REMOVABLE BODY-COLOR ROOF PANEL**
**HD REAR VISION CAMERA**

***** 2020 Corvette Stingray Convertible with 3LT with only 7,200 miles!  Black Beauty Here! - Black over Jet Black Leather Interior - Loaded with Plenty of Goodies - Navigation System with Back Up Camera and Front View Camera - Apple Car Play - Android Auto - Heated and Ventilated Sport Seats -  Removable Top -  Black Sport Alloys - Rear Spoiler - This is just what the Doctor ordered - Hurry in to Tasca Chevrolet where You will be Satisfied! ***** 


Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.

Black 2020 Chevrolet Corvette 6.2L V8 8-Speed Automatic RWD


** Proudly Serving Wheeling, Buffalo Grove, Arlington Heights, Palatine, Deerfield, Northbrook, Long Grove, Prospect Heights and all of Chicago since 1950! ONLY 20 minutes from O'hare International Airport, 30 minutes from Downtown Chicago and the Wisconsin border !!"
"1702074290-212","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2020 Chevrolet Corvette Stingray w/3LT Convertible","https://www.ahbuickgmc.com/used/Chevrolet/2020-Chevrolet-Corvette-29891c110a0e0a9973009721060cff5f.htm","Pre-Owned 2020 Chevrolet","Ceramic Matrix Gray Metallic","Jet Black","5,576 miles","15/27 MPG City/Hwy","8-Speed Dual Cluth Trans","Rear-Wheel Drive","V-8 cyl","","W174238A","Convertible","$83,983","**ONE OWNER VEHICLE**
**ACCIDENT FREE CARFAX**
**CONVERTIBLE**
**BACK-UP CAMERA**
**REAR PARK ASSIST**
**BLUETOOTH**
**PORTABLE AUDIO CONNECTION**
**APPLE CARPLAY**
**ANDROID AUTO**
**REMOTE START**
**3LT PACKAGE**
**HEAD-UP DISPLAY**
**HEATED AND VENTILATED SEATS**
**BOSE PREMIUM SOUND SYSTEM**
**WIRELESS CHARGING**
**Z51 PERFORMANCE PACKAGE**
**FRONT LIFT ADJUSTABLE HEIGHT WITH MEMORY**


Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.

Recent Arrival! Ceramic Matrix Gray Metallic 2020 Chevrolet Corvette 6.2L V8 8-Speed Manual RWD

APPLE CARPLAY / ANDRIOD AUTO, BLUETOOTH, HANDS FREE, BACK UP CAMERA, KEYLESS ENTRY SYSTEM, STEERING WHEEL CONTROLS.


** Proudly Serving Wheeling, Buffalo Grove, Arlington Heights, Palatine, Deerfield, Northbrook, Long Grove, Prospect Heights and all of Chicago since 1950! ONLY 20 minutes from O'hare International Airport, 30 minutes from Downtown Chicago and the Wisconsin border !!"
"1702074293-213","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2016 Chevrolet Corvette Stingray Z51 Convertible","https://www.ahbuickgmc.com/used/Chevrolet/2016-Chevrolet-Corvette-db483caa0a0e0a9a608e24654d8b7220.htm","Pre-Owned 2016 Chevrolet","Blade Silver Metallic","Jet Black","7,521 miles","17/29 MPG City/Hwy","8 Speed Paddle Shift with Automatic Modes","RWD","6.2L V8","","P23675","Convertible","$55,000","Dealerrater Dealer of the Year!!! JD Power Award Winning for back to back years!!! Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.

2016 Chevrolet Corvette Stingray Z51 3LT White RWD 6.2L V8
ONE OF A KIND!!!!!  Magnetic Selective Ride Control!!!!!!!!!!!!!
PERFORMANCE TRACTION MANAGEMENT SYSTEM!!!!!
3LT Interior Trim, 8-Way Driver & Passenger Seat Adjusters, 9 Speakers, ABS brakes, Air Conditioning, AM/FM radio: SiriusXM, Auto-Dimming Inside Frameless Rearview Mirror, Automatic temperature control, Black Suede Design Package, Body-Color Outside Heated Power-Adjustable Mirrors, Bose Advanced 10-Speaker Audio System Feature, Bose Premium 9-Speaker Audio System Feature, Carbon Flash Badge Package, Cargo Net, Custom Leather Wrapped Interior Package, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front Curb View Cameras, Front dual zone A/C, Glass rear window, Head-Up Display, Heated & Vented Driver & Passenger Seats, High-Gloss Carbon Fiber Instrument Panel, Leather Seat Surfaces w/Sueded Microfiber Inserts, Magnetic Selective Ride Control, Memory Package, MP3 decoder, Passenger door bin, Performance Data & Video Recorder, Performance Traction Management, Power driver seat, Power Lumbar/Bolster Seat Adjusters, Power passenger seat, Power steering, Power windows, Preferred Equipment Group 3LT, Premium audio system: Chevrolet MyLink, Radio data system, Radio: Chevrolet MyLink w/Navigation, Rear window defroster, Red Painted Calipers, Remote keyless entry, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Sueded Microfiber-Wrapped 3-Spoke Steering Wheel, Sueded Microfiber-Wrapped Interior Trim Package, Theft Deterrent System, Traction control, Universal Home Remote, Variably intermittent wipers, Wheels: 19"" x 8.5"" Fr & 20"" x 10"" Rr Z51-Style Alum.


Priced below KBB Fair Purchase Price!


Awards:
  * 2016 KBB.com Best Buy Awards Finalist   * 2016 KBB.com Best Buy Awards"
"1702074296-214","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2016 Chevrolet Corvette Stingray Z51 Coupe","https://www.ahbuickgmc.com/used/Chevrolet/2016-Chevrolet-Corvette-4784d9b90a0e0a902f46d55ee53d09fa.htm","Pre-Owned 2016 Chevrolet","Shark Gray","Jet Black","10,537 miles","17/29 MPG City/Hwy","8 Speed Paddle Shift with Automatic Modes","Rear-wheel Drive","V-8 cyl","","WU212198","Coupe","$52,997","**ACCIDENT FREE CARFAX**
**AUTOMATIC TRANSMISSION**
**Z51**
**REMOTE START**
**MAGNETIC SELECTIVE RIDE CONTROL**
**NAVIGATION SYSTEM**
**BOSE PREMIUM SOUND SYSTEM**
**HEAD-UP DISPLAY**
**HEATED AND VENTILATED SEATS**
**BACK-UP CAMERA**

Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.

Recent Arrival! Shark Gray Metallic 2016 Chevrolet Corvette 6.2L V8 8 Speed Paddle Shift with Automatic Modes RWD

APPLE CARPLAY / ANDRIOD AUTO, BLUETOOTH, HANDS FREE, BACK UP CAMERA, KEYLESS ENTRY SYSTEM, STEERING WHEEL CONTROLS.

Reviews:
  * Awesome V8 power; racetrack-ready braking; exceptional handling in Z51 or Z06 trim; comfortable highway cruiser; high-tech and well-built interior; coupe's roomy cargo area; remarkable value. Source: Edmunds


** Proudly Serving Wheeling, Buffalo Grove, Arlington Heights, Palatine, Deerfield, Northbrook, Long Grove, Prospect Heights and all of Chicago since 1950! ONLY 20 minutes from O'hare International Airport, 30 minutes from Downtown Chicago and the Wisconsin border !!"
"1702074299-215","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2016 Chevrolet Corvette Stingray Convertible","https://www.ahbuickgmc.com/used/Chevrolet/2016-Chevrolet-Corvette-4784dd0b0a0e0a902f46d55e80da028b.htm","Pre-Owned 2016 Chevrolet","Arctic White","Jet Black","15,775 miles","17/29 MPG City/Hwy","8 Speed Paddle Shift with Automatic Modes","Rear-wheel Drive","V-8 cyl","","WU212199","Convertible","$51,777","**ACCIDENT FREE CARFAX**
**LOW MILEAGE**
**CONVERTIBLE**
**AUTOMATIC TRANSMISSION**
**BACK-UP CAMERA**
**3LT**
**HEATED AND VENTILATED SEATS**
**HEAD-UP DISPLAY**
**BOSE PREMIUM SOUND SYSTEM**
**NAVIGATION SYSTEM**
**PORTABLE AUDIO CONNECTION**
**PERFORMANCE EXHAUST**
**REMOTE START**

Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.


Reviews:
  * Awesome V8 power; racetrack-ready braking; exceptional handling in Z51 or Z06 trim; comfortable highway cruiser; high-tech and well-built interior; coupe's roomy cargo area; remarkable value. Source: Edmunds


** Proudly Serving Wheeling, Buffalo Grove, Arlington Heights, Palatine, Deerfield, Northbrook, Long Grove, Prospect Heights and all of Chicago since 1950! ONLY 20 minutes from O'hare International Airport, 30 minutes from Downtown Chicago and the Wisconsin border !!"
"1702074302-216","https://www.ahbuickgmc.com/used-inventory/index.htm?status=1-1","https://www.ahbuickgmc.com/used-inventory/index.htm?start=72","2011 Chevrolet Corvette Grand Sport Coupe","https://www.ahbuickgmc.com/used/Chevrolet/2011-Chevrolet-Corvette-9d2640f70a0e081d455631dafac95828.htm","Pre-Owned 2011 Chevrolet","Crystal Red Metallic Tintcoat","Ebony","59,823 miles","16/26 MPG City/Hwy","6-Speed Manual","Rear-wheel Drive","V-8 cyl","","WU212187","Coupe","$36,893","**ACCIDENT FREE CARFAX**
**ONE OWNER VEHICLE**
**LEATHER SEATS**
**HEATED SEATS**
**MEMORY PACKAGE**
**HEAD-UP DISPLAY**
**BOSE PREMIUM SOUND SYSTEM**
**BLUETOOTH**
**PORTABLE AUDIO CONNECTION**
**MANUAL TRANSMISSION**
**DUAL-MODE PERFORMANCE EXHAUST**


***** 2011 Corvette Grand Sport with 3LT and 6 Speed Manual  Transmission - Crystal Red Metallic Tintcoat over Ebony Leather Interior - Properly equipped - Targa Removable Top - Navigation System - Heated Front Seats -  Premium Sport Alloys - Multi Point Seat Belt Harness - This is just what You've been Looking For! - Hurry in to Tasca Chevrolet where You will be Satisfied! ***** 



Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as standard specs/features per trim level, for the designated model-year, and may not apply to vehicles with added packages or options. See dealer for written warranty information. Dealer makes no guarantees or warranties, either expressly or implied, with respect to the accuracy of any data listed on this page which was obtained from third party sources. All vehicles are subject to prior sale. Prices include all eligible factory rebates to dealer. Prices do not include upfits, plows, or other accessories. Price does not include applicable tax, title, license, processing and/or documentation fees, and any emissions testing charges. Doc fees vary by state (Rhode Island $399, Massachusetts $399, Connecticut $599, New York $175, Illinois $324.24, Florida $995 doc fee and $169 electronic filing fee, Pennsylvania $422, Missouri $499.99). Price and availability subject to change. Manufacturer's Suggested Retail Price (MSRP) is listed for customer information and customer comparison purposes only, and the actual sales price may vary depending on changing market conditions and other factors. Any information contained on this page should be used for informational purposes only. All vehicles may not be physically located at this dealership but may be available for delivery through this location. Please contact the dealership for more specific information. You Will Be Satisfied.

Recent Arrival! Crystal Red Metallic Tintcoat 2011 Chevrolet Corvette 6.2L V8 SFI 6-Speed Manual RWD

APPLE CARPLAY / ANDRIOD AUTO, BLUETOOTH, HANDS FREE, BACK UP CAMERA, KEYLESS ENTRY SYSTEM, STEERING WHEEL CONTROLS.

Reviews:
  * If you love your cars American and iconic, the 2011 Chevrolet Corvette is a sports car purist's dream come true. Drivers experience awesome V8 power, amazing handling and an interior filled with enough creature comforts to rival some luxury cars. Source: KBB.com
  * Tremendous acceleration; glorious mechanical soundtrack; handles like a sports car yet comfortable; large trunk. Source: Edmunds


** Proudly Serving Wheeling, Buffalo Grove, Arlington Heights, Palatine, Deerfield, Northbrook, Long Grove, Prospect Heights and all of Chicago since 1950! ONLY 20 minutes from O'hare International Airport, 30 minutes from Downtown Chicago and the Wisconsin border !!"
